class,nuts3_id,nuts3_name,n,n_pos,prevalence,mean_pred,brier,pr_auc,skill
Water Use Restrictions,NL111,Oost-Groningen,22.0,1.0,0.045454545454545456,0.2680641475140695,0.1349406142920596,,
Water Use Restrictions,NL112,Delfzijl en omgeving,21.0,1.0,0.047619047619047616,0.28158843076026485,0.14176552716180252,,
Water Use Restrictions,NL113,Overig Groningen,22.0,1.0,0.045454545454545456,0.2686678721422387,0.13374731667145257,,
Water Use Restrictions,NL124,Noord-Friesland,22.0,0.0,0.0,0.3387747390381224,0.16768153772249114,,
Water Use Restrictions,NL125,Zuidwest-Friesland,22.0,1.0,0.045454545454545456,0.20722818524137523,0.06685436663108937,,
Water Use Restrictions,NL126,Zuidoost-Friesland,21.0,0.0,0.0,0.2718130589564877,0.11578206861611211,,
Water Use Restrictions,NL131,Noord-Drenthe,22.0,1.0,0.045454545454545456,0.3340034334693076,0.15253561916177208,,
Water Use Restrictions,NL132,Zuidoost-Drenthe,22.0,0.0,0.0,0.22755108132054538,0.08749404137023697,,
Water Use Restrictions,NL133,Zuidwest-Drenthe,22.0,0.0,0.0,0.2857626937341548,0.12783515650918928,,
Water Use Restrictions,NL211,Noord-Overijssel,22.0,2.0,0.09090909090909091,0.3184461995188476,0.11857531947645544,,
Water Use Restrictions,NL212,Zuidwest-Overijssel,22.0,1.0,0.045454545454545456,0.48633232951492195,0.2688139901916177,,
Water Use Restrictions,NL213,Twente,22.0,2.0,0.09090909090909091,0.4825597781305435,0.2445437573503009,,
Water Use Restrictions,NL221,Veluwe,22.0,2.0,0.09090909090909091,0.57189847324693,0.31960054552064904,,
Water Use Restrictions,NL224,Zuidwest-Gelderland,22.0,2.0,0.09090909090909091,0.34346646083075344,0.13035339774892785,,
Water Use Restrictions,NL225,Achterhoek,22.0,3.0,0.13636363636363635,0.5121307719650903,0.23235701079973986,,
Water Use Restrictions,NL226,Arnhem/Nijmegen,22.0,2.0,0.09090909090909091,0.4297024370724488,0.23254075960709375,,
Water Use Restrictions,NL230,Flevoland,22.0,2.0,0.09090909090909091,0.26980751865868935,0.10948511444735591,,
Water Use Restrictions,NL310,Utrecht,22.0,2.0,0.09090909090909091,0.4260756688045071,0.2543388080793085,,
Water Use Restrictions,NL321,Kop van Noord-Holland,22.0,3.0,0.13636363636363635,0.3129127762246718,0.1799760144255116,,
Water Use Restrictions,NL323,IJmond,22.0,0.0,0.0,0.24588513351411906,0.09579041555656519,,
Water Use Restrictions,NL324,Agglomeratie Haarlem,22.0,0.0,0.0,0.2869755432235148,0.1276621363009381,,
Water Use Restrictions,NL325,Zaanstreek,22.0,1.0,0.045454545454545456,0.1813140497344083,0.06939674673230042,,
Water Use Restrictions,NL327,Het Gooi en Vechtstreek,21.0,0.0,0.0,0.3371548586788117,0.16589261830313365,,
Water Use Restrictions,NL328,Alkmaar en omgeving,22.0,0.0,0.0,0.2930078769377525,0.12812162395798923,,
Water Use Restrictions,NL329,Groot-Amsterdam,22.0,0.0,0.0,0.2863067886080192,0.1262737479524307,,
Water Use Restrictions,NL332,Agglomeratie ’s-Gravenhage,22.0,0.0,0.0,0.22479928555976017,0.08145040189921404,,
Water Use Restrictions,NL333,Delft en Westland,22.0,0.0,0.0,0.27107408133417865,0.11481198785952912,,
Water Use Restrictions,NL337,Agglomeratie Leiden en Bollenstreek,22.0,0.0,0.0,0.31238544148784747,0.14480301686867622,,
Water Use Restrictions,NL33A,Zuidoost-Zuid-Holland,22.0,0.0,0.0,0.28985629318713496,0.13287032479512625,,
Water Use Restrictions,NL33B,Oost-Zuid-Holland,22.0,0.0,0.0,0.19710806610928688,0.06582755756341506,,
Water Use Restrictions,NL33C,Groot-Rijnmond,22.0,0.0,0.0,0.38432288501390705,0.20623627984909126,,
Water Use Restrictions,NL341,Zeeuwsch-Vlaanderen,22.0,0.0,0.0,0.36161738173173164,0.18572850167544513,,
Water Use Restrictions,NL342,Overig Zeeland,22.0,1.0,0.045454545454545456,0.3177451970727951,0.13390349341359575,,
Water Use Restrictions,NL411,West-Noord-Brabant,22.0,4.0,0.18181818181818182,0.4628998625151823,0.2265435521750449,,
Water Use Restrictions,NL412,Midden-Noord-Brabant,22.0,4.0,0.18181818181818182,0.47899933219835805,0.2361750709443437,,
Water Use Restrictions,NL413,Noordoost-Noord-Brabant,22.0,4.0,0.18181818181818182,0.54462918213498,0.2904592006901595,,
Water Use Restrictions,NL414,Zuidoost-Noord-Brabant,22.0,5.0,0.22727272727272727,0.5693271280352462,0.2762274953570436,0.7859649122807018,0.5586921850079745
Water Use Restrictions,NL421,Noord-Limburg,22.0,2.0,0.09090909090909091,0.49253882997960086,0.2468724033551296,,
Water Use Restrictions,NL422,Midden-Limburg,22.0,1.0,0.045454545454545456,0.4850121815273255,0.27334760516947026,,
Water Use Restrictions,NL423,Zuid-Limburg,22.0,1.0,0.045454545454545456,0.4372173944821523,0.2299004420632004,,
Wildfire Occurrence,NL111,Oost-Groningen,22.0,0.0,0.0,0.1731973330948836,0.04645925959256028,,
Wildfire Occurrence,NL112,Delfzijl en omgeving,21.0,0.0,0.0,0.09083360125350909,0.014984686400146153,,
Wildfire Occurrence,NL113,Overig Groningen,22.0,0.0,0.0,0.1563871712385152,0.039998875642876804,,
Wildfire Occurrence,NL124,Noord-Friesland,22.0,1.0,0.045454545454545456,0.1825188849027579,0.08601131400783728,,
Wildfire Occurrence,NL125,Zuidwest-Friesland,22.0,1.0,0.045454545454545456,0.10902657831193893,0.060225212758593945,,
Wildfire Occurrence,NL126,Zuidoost-Friesland,21.0,1.0,0.047619047619047616,0.16526977212514854,0.08257862486601737,,
Wildfire Occurrence,NL131,Noord-Drenthe,22.0,0.0,0.0,0.1883515955715235,0.053955736406088854,,
Wildfire Occurrence,NL132,Zuidoost-Drenthe,22.0,0.0,0.0,0.13406052442539432,0.02784091418338851,,
Wildfire Occurrence,NL133,Zuidwest-Drenthe,22.0,0.0,0.0,0.18748950516934773,0.052994401525113505,,
Wildfire Occurrence,NL211,Noord-Overijssel,22.0,0.0,0.0,0.2815679445733807,0.10903867907323526,,
Wildfire Occurrence,NL212,Zuidwest-Overijssel,22.0,0.0,0.0,0.39385572909614586,0.19626350610384422,,
Wildfire Occurrence,NL213,Twente,22.0,2.0,0.09090909090909091,0.5326274434309948,0.3455124223675928,,
Wildfire Occurrence,NL221,Veluwe,22.0,2.0,0.09090909090909091,0.4218784269604674,0.2244271162929067,,
Wildfire Occurrence,NL224,Zuidwest-Gelderland,22.0,0.0,0.0,0.23030451009524852,0.08140493105735963,,
Wildfire Occurrence,NL225,Achterhoek,22.0,0.0,0.0,0.457823173733118,0.2552376317817896,,
Wildfire Occurrence,NL226,Arnhem/Nijmegen,22.0,0.0,0.0,0.34509134241461203,0.16010341330812475,,
Wildfire Occurrence,NL230,Flevoland,22.0,0.0,0.0,0.10876328640220621,0.021860057165160623,,
Wildfire Occurrence,NL310,Utrecht,22.0,2.0,0.09090909090909091,0.3712551157329976,0.19184812137263324,,
Wildfire Occurrence,NL321,Kop van Noord-Holland,22.0,0.0,0.0,0.23255895321006087,0.08535796208009588,,
Wildfire Occurrence,NL323,IJmond,22.0,0.0,0.0,0.1036740322732051,0.022162715892994345,,
Wildfire Occurrence,NL324,Agglomeratie Haarlem,22.0,0.0,0.0,0.1412482494062209,0.03670355592400331,,
Wildfire Occurrence,NL325,Zaanstreek,22.0,0.0,0.0,0.0679961646331398,0.009881703432456668,,
Wildfire Occurrence,NL327,Het Gooi en Vechtstreek,21.0,0.0,0.0,0.270614670783944,0.10663871348478106,,
Wildfire Occurrence,NL328,Alkmaar en omgeving,22.0,0.0,0.0,0.13902137494169453,0.03642243616165507,,
Wildfire Occurrence,NL329,Groot-Amsterdam,22.0,1.0,0.045454545454545456,0.17967604428796846,0.0922087745656427,,
Wildfire Occurrence,NL332,Agglomeratie ’s-Gravenhage,22.0,0.0,0.0,0.19362262177355205,0.06102978231593471,,
Wildfire Occurrence,NL333,Delft en Westland,22.0,3.0,0.13636363636363635,0.4888142989788644,0.26688885448317046,,
Wildfire Occurrence,NL337,Agglomeratie Leiden en Bollenstreek,22.0,0.0,0.0,0.29986126124226475,0.12711442969003958,,
Wildfire Occurrence,NL33A,Zuidoost-Zuid-Holland,22.0,0.0,0.0,0.17891614332047892,0.051288131543824035,,
Wildfire Occurrence,NL33B,Oost-Zuid-Holland,22.0,0.0,0.0,0.08497743785029967,0.014331380177915538,,
Wildfire Occurrence,NL33C,Groot-Rijnmond,22.0,0.0,0.0,0.2657124935706296,0.10112602656342853,,
Wildfire Occurrence,NL341,Zeeuwsch-Vlaanderen,22.0,2.0,0.09090909090909091,0.18330817193721058,0.12050127894147532,,
Wildfire Occurrence,NL342,Overig Zeeland,22.0,0.0,0.0,0.20774390358660638,0.06603019659696097,,
Wildfire Occurrence,NL411,West-Noord-Brabant,22.0,0.0,0.0,0.46616669770271124,0.26352824045285783,,
Wildfire Occurrence,NL412,Midden-Noord-Brabant,22.0,0.0,0.0,0.5108881273284402,0.31057352582625897,,
Wildfire Occurrence,NL413,Noordoost-Noord-Brabant,22.0,1.0,0.045454545454545456,0.547364173813182,0.32675188701014457,,
Wildfire Occurrence,NL414,Zuidoost-Noord-Brabant,22.0,3.0,0.13636363636363635,0.5682770845144478,0.3215288371305361,,
Wildfire Occurrence,NL421,Noord-Limburg,22.0,2.0,0.09090909090909091,0.44839688605400563,0.23762051944154736,,
Wildfire Occurrence,NL422,Midden-Limburg,22.0,2.0,0.09090909090909091,0.45970349182553155,0.25929164253587844,,
Wildfire Occurrence,NL423,Zuid-Limburg,22.0,1.0,0.045454545454545456,0.4457270187545051,0.23379056241149004,,
