staid,station_name,latitude,longitude,elevation,source_file
438,NETHERLANDS CABAUW,51.969166666666666,4.9255555555555555,-1,indexCDD_000438.txt
442,NETHERLANDS VOLKEL,51.658055555555556,5.706666666666667,20,indexCDD_000442.txt
451,NETHERLANDS BERKHOUT,52.64277777777778,4.978888888888889,-2,indexCDD_000451.txt
453,NETHERLANDS HEINO,52.43416666666666,6.2588888888888885,4,indexCDD_000453.txt
454,NETHERLANDS HUPSEL,52.06777777777778,6.656666666666667,29,indexCDD_000454.txt
464,NETHERLANDS ARCEN,51.496944444444445,6.195833333333334,20,indexCDD_000464.txt
478,NETHERLANDS HERWIJNEN,51.85777777777778,5.145277777777778,1,indexCDD_000478.txt
500,NETHERLANDS NIEUW BEERTA,53.19416666666666,7.149166666666667,0,indexCDD_000500.txt
501,NETHERLANDS PETTEN,52.766666666666666,4.65,1,indexCDD_000501.txt
502,NETHERLANDS DE COCKSDORPS,53.166666666666664,4.866666666666667,1,indexCDD_000502.txt
503,NETHERLANDS DE KOOG,53.1,4.766666666666667,0,indexCDD_000503.txt
504,NETHERLANDS MAKKUM,53.06666666666667,5.416666666666667,0,indexCDD_000504.txt
505,NETHERLANDS ST. ANNA PAROCHIE,53.283055555555556,5.666666666666667,1,indexCDD_000505.txt
506,NETHERLANDS APPELSCHA,52.96666666666667,6.35,9,indexCDD_000506.txt
507,NETHERLANDS NIJBEETS,53.06666666666667,6.0,-2,indexCDD_000507.txt
508,NETHERLANDS BERGUMERDAM,53.183055555555555,5.983055555555556,2,indexCDD_000508.txt
509,NETHERLANDS TERNAARD,53.38305555555556,5.983055555555556,1,indexCDD_000509.txt
511,NETHERLANDS DELFZIJL,53.31666666666667,6.933055555555556,2,indexCDD_000511.txt
512,NETHERLANDS WARFFUM,53.4,6.566666666666666,1,indexCDD_000512.txt
513,NETHERLANDS ZOUTKAMP,53.33305555555556,6.3,1,indexCDD_000513.txt
514,NETHERLANDS EEXT,53.0,6.733055555555556,16,indexCDD_000514.txt
515,NETHERLANDS VLAGTWEDDE,53.033055555555556,7.116666666666666,3,indexCDD_000515.txt
516,NETHERLANDS RODEN,53.15,6.433055555555556,3,indexCDD_000516.txt
517,NETHERLANDS ZEERIJP,53.35,6.75,1,indexCDD_000517.txt
518,NETHERLANDS BEVERWIJK,52.48305555555556,4.666666666666667,0,indexCDD_000518.txt
519,NETHERLANDS ENKHUIZEN,52.7,5.3,2,indexCDD_000519.txt
